designation,winery,variety,region_1,province,country,price,points,latitud,longitud,elevation
Riserva,Suberli,Sangiovese,Morellino di Scansano,Tuscany,Italy,30.0,90,42.6863861,11.3339204,500.5295715332031
Les Murailles,Dopff & Irion,Riesling,Alsace,Alsace,France,23.0,89,48.1662821,7.299018599999999,295.5465087890625
La Cruz Vineyard,Keller Estate,Pinot Noir,Sonoma Coast,California,US,40.0,91,38.2010248,-122.5339508,56.23746109008789
Single Vineyard Reserva,Lamadrid,Malbec,Agrelo,Mendoza Province,Argentina,19.0,88,-33.1194013,-68.8868944,971.1886596679688
Viña Rubican Crianza,Bodegas Corellanas,Tempranillo,Navarra,Northern Spain,Spain,14.0,87,42.1151019,-1.788901,376.9794311523438
Parigot Rosé Brut,Parigot & Richard,Pinot Noir,Crémant de Bourgogne,Burgundy,France,23.0,88,,,
Ikella,Melipal,Cabernet Sauvignon,Mendoza,Mendoza Province,Argentina,14.0,85,-33.101419,-68.900065,974
Obra,Septima,Malbec,Mendoza,Mendoza Province,Argentina,25.0,86,-33.1038185,-68.9419394,1018.974792480469
Bien Nacido Vineyard,Conway,Chardonnay,Santa Barbara County,California,US,40.0,87,34.4275984,-119.7254559,39.03706741333008
Rarita,Cantina Terlano,Chardonnay,Alto Adige,Northeastern Italy,Italy,120.0,94,46.5306691,11.2519441,260.1386413574219
Flamenco Rojo,Martin & Weyrich,Red Blend,Napa Valley,California,US,35.0,89,38.5024689,-122.2653887,277.7527770996094
Reserve,La Chiripada,Cabernet Sauvignon,New Mexico,New Mexico,US,32.0,81,36.1966119,-105.8810371,1839.073120117188
Diamond Collection Yellow Label,Francis Coppola,Sauvignon Blanc,California,California,US,15.0,86,38.6795554,-122.8878575,91.8797378540039
Viñas Viejas,Milcampos,Tempranillo,Ribera del Duero,Northern Spain,Spain,34.0,88,41.5758421,-3.6979645,845.189208984375
Proprietor's Reserve,Summerland,Pinot Noir,Sta. Rita Hills,California,US,70.0,93,34.66595650000001,-120.1152408,249.7242889404297
Bricco Sarmassa,Brezza,Nebbiolo,Barolo,Piedmont,Italy,62.0,91,44.612291,7.941656,299.3307800292969
Appellation Series,Cru,Pinot Noir,Santa Maria Valley,California,US,35.0,87,34.4473237,-119.2436811,225.4895477294922
Cuvée des Conti,Château Tour des Gendres,Bordeaux-style White Blend,Bergerac Sec,Southwest France,France,18.0,89,44.758266,0.483234,140.7583770751953
Freedom Hill Vineyard,Panther Creek,Pinot Noir,Willamette Valley,Oregon,US,40.0,90,43.94989109999999,-123.3793751,246.4183502197266
Termes,Numanthia,Tinta de Toro,Toro,Northern Spain,Spain,30.0,89,41.4515284,-5.4563748,713.6124267578125
Insoglio del Cinghiale,Tenuta di Biserno,Red Blend,Toscana,Tuscany,Italy,40.0,86,43.2699024,10.5978445,58.88076400756836
Brut Sparkling Wine,Argyle,Sparkling Blend,Willamette Valley,Oregon,US,28.0,90,45.2777804,-123.0105677,63.04579544067383
Vendemmia Tardiva,La Poderina,Moscadello,Moscadello di Montalcino,Tuscany,Italy,59.0,92,43.0077974,11.5305369,369.0066223144531
Truchard Vineyard,X,Pinot Noir,Carneros,California,US,25.0,93,38.25552,-122.3513889,50.26198196411133
Estate Vineyard,Von Strasser,Cabernet Sauvignon,Diamond Mountain District,California,US,80.0,95,38.58773,-122.5749189,112.8149948120117
Mesa Reserve,Zaca Mesa,Syrah,Santa Ynez Valley,California,US,44.0,92,34.7720598,-120.1332689,388.9549865722656
San Venerio Riserva,La Calonica,Prugnolo Gentile,Vino Nobile di Montepulciano,Tuscany,Italy,48.0,90,43.1686438,11.9416583,325.2992248535156
Seven Hills Vineyard Luminesce White Wine,L'Ecole No. 41,White Blend,Walla Walla Valley (WA),Washington,US,20.0,90,46.0568338,-118.5813226,152.0424194335938
Cerro Prieto,Byington,Cabernet Sauvignon,Paso Robles,California,US,32.0,91,37.16968380000001,-122.0547005,584.0487670898438
Cuvée Pau,J. Lohr,Bordeaux-style Red Blend,Paso Robles,California,US,56.0,90,35.69088199999999,-120.641421,236.12255859375
Australian Old Vine Collection,Gibson's BarossaVale,Grenache,McLaren Vale,South Australia,Australia,100.0,90,-35.2210309,138.5461247,87.78492736816406
Brut,Veuve Clicquot Ponsardin,Champagne Blend,Champagne,Champagne,France,280.0,93,37.6691403,-122.1007441,20.97318649291992
Lia's Vineyard Unfiltered,J. Christopher,Pinot Noir,Chehalem Mountains,Oregon,US,50.0,91,45.340652,-123.014379,123.1401824951172
Cuvée di Boj Brut,Valdo,Prosecco,Prosecco di Valdobbiadene,Veneto,Italy,14.0,86,45.8792585,12.0035681,188.9428558349609
The Vines,Beelgara,Chardonnay,South Eastern Australia,Australia Other,Australia,8.0,83,-27.6728168,148.3716902,234.0348968505859
Prelato di Massanera,Massanera,Sangiovese,Toscana,Tuscany,Italy,35.0,84,43.7033333,11.1897222,218.3616638183594
Wetzel Estate,Château Bianca,Riesling,Willamette Valley,Oregon,US,12.0,83,45.0084325,-123.3889832,201.3358917236328
Rian,Cascina Bruciata,Dolcetto,Dolcetto d'Alba,Piedmont,Italy,17.0,82,44.707275,8.081794,286.763916015625
Adel's Vineyard,Wine Guerrilla,Zinfandel,Dry Creek Valley,California,US,30.0,82,38.47373959999999,-122.893104,51.15431594848633
Reserve,Bon Coeur,Cabernet Sauvignon,Napa Valley,California,US,65.0,90,38.5024689,-122.2653887,277.7527770996094
Solare,Capannelle,Sangiovese,Toscana,Tuscany,Italy,85.0,92,44.1057724,10.3727742,635.302001953125
Essence,Grgich Hills,Sauvignon Blanc,Napa Valley,California,US,40.0,82,38.4653981,-122.4289932,50.72401428222656
Litorale,Cecchi,Vermentino,Maremma,Tuscany,Italy,18.0,87,43.7710513,11.2486208,45.39505386352539
Les Baudes Premier Cru,Sérafin Père et Fils,Pinot Noir,Chambolle-Musigny,Burgundy,France,210.0,90,47.185496,4.952888,279.2527465820312
Mills Vineyard,River Road,Chardonnay,Russian River Valley,California,US,20.0,86,38.45840949999999,-122.8821097,53.28287506103516
L de Lyeth,Lyeth,Cabernet Sauvignon,Sonoma County,California,US,13.0,85,38.5779555,-122.9888319,475.5438842773438
Old Vines Estate Grown,Ballentine,Zinfandel,Napa Valley,California,US,20.0,90,38.5199367,-122.4901544,72.25990295410156
The Y Series,Yalumba,Merlot,South Australia,South Australia,Australia,13.0,86,-34.5131355,139.0565116,380.3839721679688
Reserve Moon Vineyard,Villa del Monte,Merlot,Carneros,California,US,33.0,86,37.132406,-121.961598,486.2027282714844
Cold Creek Vineyard,Chateau Ste. Michelle,Cabernet Sauvignon,Columbia Valley (WA),Washington,US,28.0,89,47.7298044,-122.1493133,15.4883975982666
La Mission Premier Cru,Château de Chamirey,Chardonnay,Mercurey,Burgundy,France,53.0,89,46.82485639999999,4.7235317,251.4644622802734
Brut,Delamotte,Champagne Blend,Champagne,Champagne,France,43.0,88,,,
Paleo,Le Macchiole,Cabernet Franc,Toscana,Tuscany,Italy,130.0,95,43.2078087,10.6117048,51.21343994140625
Classic Line,Domenico Cavazza,Pinot Grigio,Veneto,Veneto,Italy,11.0,84,45.46529719999999,11.3613854,71.01315307617188
Sparkling Chardonnay,Alma Negra,Chardonnay,Mendoza,Mendoza Province,Argentina,20.0,85,,,
Estate,Brecon Estate,Grenache,Adelaida District,California,US,42.0,90,35.5978941,-120.8316768,369.481201171875
Premium Fine Tawny,R.L. Buller & Son,Port,Victoria,Victoria,Australia,15.0,85,,,
Reserva Chardonnay-Pinot Gris,Domaine Jean Bousquet,White Blend,Tupungato,Mendoza Province,Argentina,15.0,85,-33.4359998,-69.198295,1135.938598632812
Vigneto Poggio Sant'Enrico,Carpineto,Prugnolo Gentile,Vino Nobile di Montepulciano,Tuscany,Italy,65.0,90,43.0678767,11.8516273,338.0570983886719
Signa,Marqués de la Concordia,Tempranillo,Rioja,Northern Spain,Spain,11.0,86,42.4860401,-2.6330407,421.0932312011719
Conte Vineyard,Wine Guerrilla,Zinfandel,Russian River Valley,California,US,35.0,87,38.47373959999999,-122.893104,51.15431594848633
The Boy,K Vintners,Red Blend,Walla Walla Valley (WA),Washington,US,40.0,89,46.0854763,-118.2503954,389.0262451171875
BDX,Clautiere,Bordeaux-style Red Blend,Paso Robles,California,US,36.0,86,35.62077379999999,-120.6141281,260.0142211914062
Damn Straight,Plumb Cellars,Bordeaux-style Red Blend,Columbia Valley (WA),Washington,US,36.0,89,46.0676758,-118.3381156,292.2044067382812
Frattey Shams Vineyard,MacPhail,Pinot Noir,Anderson Valley,California,US,60.0,93,39.0865657,-123.4794542,58.43482208251953
Stella Mae,Sparkman,Bordeaux-style Red Blend,Red Mountain,Washington,US,42.0,88,46.2979123,-119.4408562,376.1915588378906
Sea-Fog,The Grade,Sauvignon Blanc,Calistoga,California,US,25.0,88,38.5766419,-122.5797095,107.0981140136719
Reserva,Bodega Norton,Malbec,Mendoza,Mendoza Province,Argentina,20.0,85,34.165926,-118.624612,273.1976928710938
Pian delle Vigne Vignaferrovia Riserva,Marchesi Antinori,Sangiovese Grosso,Brunello di Montalcino,Tuscany,Italy,125.0,93,43.7710513,11.2486208,45.39505386352539
Torami,Lamborghini,Red Blend,Umbria,Central Italy,Italy,35.0,90,42.938004,12.6216211,213.8061981201172
Beta Delta,Alois Lageder,Red Blend,Vigneti delle Dolomiti,Northeastern Italy,Italy,25.0,88,46.2881958,11.2099521,237.9326019287109
Reserve,Laurel Lake,Cabernet Sauvignon,North Fork of Long Island,New York,US,18.0,82,40.9791004,-72.55819269999999,10.25798988342285
Steinert,Rieflé,Tokay Pinot Gris,Alsace,Alsace,France,30.0,89,47.9781717,7.2931287,207.6738739013672
Eremo,Fontanafredda,Red Blend,Langhe,Piedmont,Italy,17.0,87,45.0522366,7.5153885,328.4933776855469
Rosella's Vineyard,Bernardus,Chardonnay,Santa Lucia Highlands,California,US,40.0,92,36.4307709,-121.4203754,108.8557815551758
Nord Sud,Laurent Miquel,Viognier,Vin de Pays d'Oc,Languedoc-Roussillon,France,14.0,86,43.5912356,3.2583626,356.6410522460938
Vento,Capolino Perlingieri,Greco,Sannio,Southern Italy,Italy,22.0,87,41.2178774,14.5738438,82.39275360107422
Gaudo al Melo Rosso,Podere Guado al Melo,Red Blend,Bolgheri,Tuscany,Italy,26.0,91,43.193279,10.6245244,44.21572875976562
Sori Bricco Vineyard,Von Strasser,Cabernet Sauvignon,Diamond Mountain District,California,US,80.0,95,38.58773,-122.5749189,112.8149948120117
Marimar Estate Vineyard,W.H. Smith,Pinot Noir,Sonoma Coast,California,US,48.0,93,38.578515,-122.579372,107.7216262817383
Watch Hill Vineyard,Comartin,Grenache,Santa Barbara County,California,US,30.0,83,,,
Reserve,Abacela,Tempranillo,Umpqua Valley,Oregon,US,45.0,88,43.1269652,-123.4474946,200.8589324951172
Jonquil Vineyard,Hopper Creek,Petite Sirah,Napa Valley,California,US,35.0,85,38.2967688,-122.297057,12.07027244567871
Miljenko's Selection Estate Grown,Grgich Hills,Petit Verdot,Yountville,California,US,65.0,91,38.4653981,-122.4289932,50.72401428222656
Ampor,Le Corti dei Farfensi,Passerina,Marche,Central Italy,Italy,9.0,84,43.1597099,13.721132,242.9312133789062
Fireside,Cascata,Chardonnay,Finger Lakes,New York,US,19.0,87,42.5422704,-76.60557639999999,179.8556976318359
Trumpeter,Rutini,Cabernet Sauvignon,Mendoza,Mendoza Province,Argentina,11.0,85,42.543038,-70.941,19.85090255737305
Estate,Center of Effort,Pinot Noir,Edna Valley,California,US,45.0,89,35.188295,-120.585784,95.54724884033203
Jester,Mitolo,Shiraz,McLaren Vale,South Australia,Australia,23.0,90,-35.2286753,138.5664969,76.88858795166016
Dry,Knapp,Rosé,Finger Lakes,New York,US,13.0,84,42.7651455,-76.78271,163.4081573486328
Bello Rosso,Walla Walla Vintners,Red Blend,Columbia Valley (WA),Washington,US,36.0,92,46.088215,-118.20394,448.3363037109375
Dancing Bull,Rancho Zabaco,Sauvignon Blanc,California,California,US,10.0,87,38.6646664,-122.9159634,75.7829360961914
Gravisano Passito,Botromagno,Malvasia,Murgia,Southern Italy,Italy,35.0,89,40.82180650000001,16.4463189,402.980712890625
Cordon Negro Extra Dry,Freixenet,Sparkling Blend,Cava,Catalonia,Spain,12.0,85,41.4203698,1.7936461,146.6550903320312
Cava Negra,Bodega Familia Barberis,Malbec,Mendoza,Mendoza Province,Argentina,8.0,83,-32.8642197,-68.7504131,677.932861328125
The Expedition Cabernet Sauvignon,Canoe Ridge,Cabernet Sauvignon,Horse Heaven Hills,Washington,US,15.0,85,46.13318779999999,-119.8678139,522.8509521484375
Pur Plaisir,Château Haut-Monplaisir,Malbec,Cahors,Southwest France,France,53.0,92,44.482059,1.0665338,140.112060546875
The Custodian,D'Arenberg,Grenache,McLaren Vale,South Australia,Australia,19.0,87,-35.19721639999999,138.5511368,122.9754180908203
Estate,Folin Cellars,Syrah,Rogue Valley,Oregon,US,30.0,90,42.505946,-122.992618,411.835205078125
Cru Classé,Rimauresq,Red Blend,Côtes de Provence,Provence,France,23.0,86,43.2925652,6.240067199999999,173.2487182617188
Catena Alta,Bodega Catena Zapata,Malbec,Mendoza,Mendoza Province,Argentina,57.0,93,-33.1645362,-68.9189011,964.7947998046875
Reserva,Ruca Malen,Chardonnay,Mendoza,Mendoza Province,Argentina,18.0,80,-33.0943589,-68.9290256,1006.312744140625
Vieilles Vignes,Château de Santenay,Pinot Noir,Bourgogne,Burgundy,France,25.0,87,46.914614,4.694716,243.1332702636719
Betsy's Vineyard Estate,Lawer,Petite Sirah,Knights Valley,California,US,28.0,88,38.6351857,-122.6941543,127.3081665039062
Synthesis,Finca Sophenia,Malbec,Tupungato,Mendoza Province,Argentina,29.0,90,-33.463442,-69.21812,1151.193603515625
Garrus,Château d'Esclans,Rosé,Côtes de Provence,Provence,France,90.0,92,43.521711,6.564198999999999,106.4927215576172
Krio,Curto,Syrah,Sicilia,Sicily & Sardinia,Italy,29.0,88,37.5999938,14.0153557,622.5406494140625
Randle Hill Vineyard,Bink,Sauvignon Blanc,Yorkville Highlands,California,US,20.0,89,36.778261,-119.4179324,145.0071258544922
Petit Albet Made with Organic Grapes Chardonnay-Xarel-lo,Albet I Noya,White Blend,Penedès,Catalonia,Spain,12.0,84,41.3847222,1.8066667,288.2620544433594
Special Reserve,Reverie,Cabernet Sauvignon,Diamond Mountain District,California,US,85.0,92,38.561264,-122.4967396,100.0910568237305
H3,Columbia Crest,Merlot,Horse Heaven Hills,Washington,US,15.0,89,45.9570837,-119.6095194,198.675048828125
Rhapsody3,Bourassa Vineyards,Syrah,Napa Valley,California,US,30.0,86,38.227817,-122.2539269,21.77340316772461
Reserve,Kenwood,Pinot Noir,Russian River Valley,California,US,25.0,87,38.9119799,-123.0537083,128.3678436279297
Early Release,Brander,Sauvignon Blanc,Santa Ynez Valley,California,US,12.0,87,34.6573086,-120.0983387,253.3402099609375
Tanca Farrà,Sella & Mosca,Red Blend,Alghero,Sicily & Sardinia,Italy,29.0,91,40.5579517,8.319294900000001,18.00175666809082
Stillwater Creek Vineyard,Helix by Reininger,Merlot,Columbia Valley (WA),Washington,US,30.0,92,46.0522459,-118.4602725,200.1235046386719
Vintner's Select,Arbor Brook,Pinot Noir,Chehalem Mountains,Oregon,US,60.0,91,45.345241,-123.0473111,110.8034896850586
Fort Ross Vineyard Reserve,Fort Ross,Chardonnay,Sonoma Coast,California,US,40.0,91,38.5142596,-123.2435574,36.26546096801758
Peters Vineyard,Amphora,Chardonnay,Russian River Valley,California,US,30.0,83,38.4836416,-122.8175328,33.26132202148438
Punta Esencia,Neo,Tempranillo,Ribera del Duero,Northern Spain,Spain,95.0,89,41.7820044,-3.6623239,903.5753784179688
Gaso,San Rustico,"Corvina, Rondinella, Molinara",Amarone della Valpolicella Classico,Veneto,Italy,61.0,93,45.5310311,10.9079386,173.7860260009766
Champoux Vineyard,Soos Creek,Cabernet Sauvignon,Columbia Valley (WA),Washington,US,30.0,94,47.3865,-122.1110879,156.9222106933594
Clos Windsbuhl Hunawihr,Domaine Zind-Humbrecht,Gewürztraminer,Alsace,Alsace,France,70.0,90,48.0838286,7.295687,229.970458984375
Monarch Mine Vineyard,Easton,Barbera,Sierra Foothills,California,US,25.0,85,36.778261,-119.4179324,145.0071258544922
Bourgogne Pinot Noir,Bouchard Aîné & Fils,Pinot Noir,Bourgogne,Burgundy,France,17.0,84,47.0277167,4.8366764,222.4384765625
Miller Ranch Vineyard,Silverado,Sauvignon Blanc,Napa Valley,California,US,18.0,82,38.348734,-122.264311,29.33356285095215
Lagrein Kretzer,Muri-Gries,Rosé,Alto Adige,Northeastern Italy,Italy,18.0,87,46.5031498,11.3348928,267.2539672851562
Tourmaline,Coghlan,Grenache Blanc,Santa Ynez Valley,California,US,24.0,91,34.6089277,-120.1004616,188.1610107421875
Huerhuero,Vina Robles,Viognier,Paso Robles,California,US,20.0,86,35.6462671,-120.6305511,259.5796203613281
Reserve,Finca Sophenia,Merlot,Tupungato,Mendoza Province,Argentina,15.0,86,-33.463442,-69.21812,1151.193603515625
Estate Bottled,Macari,Cabernet Franc,North Fork of Long Island,New York,US,19.0,80,40.986564,-72.568006,15.84573268890381
Reserve Premier Cru,Labouré-Roi,Chardonnay,Montagny,Burgundy,France,34.0,86,47.124868,4.965228,229.6663513183594
Bryce Vineyard,Ken Wright,Pinot Noir,Ribbon Ridge,Oregon,US,63.0,96,45.2944564,-123.1768455,62.17294692993164
Reserve,Martin Ray,Chardonnay,Los Carneros,California,US,25.0,91,38.4687308,-122.8507472,66.85154724121094
Le Pégourier,Château de Sérame,Rhône-style Red Blend,Corbières,Languedoc-Roussillon,France,45.0,92,43.2366381,2.7606059,37.01894760131836
Hand Picked,Yalumba,Shiraz-Viognier,Barossa,South Australia,Australia,30.0,92,-34.5131355,139.0565116,380.3839721679688
Pfersigberg Grand Cru,Emile Beyer,Gewürztraminer,Alsace,Alsace,France,59.0,92,48.042293,7.308886999999999,204.9216613769531
Génération XIX,Alphonse Mellot,Sauvignon Blanc,Sancerre,Loire Valley,France,84.0,92,47.3322829,2.8405604,297.8902587890625
Vintner's Reserve,Kendall-Jackson,Zinfandel,California,California,US,12.0,86,38.50697479999999,-122.7729337,42.87779235839844
Old Vine,Gnarly Head,Zinfandel,Lodi,California,US,12.0,87,38.1341477,-121.2722194,16.91690063476562
Reserve,Laetitia,Chardonnay,Arroyo Grande Valley,California,US,33.0,89,35.0921371,-120.5358588,104.4671249389648
Reserve Coyote Canyon Vineyard,Columbia Crest,Rhône-style Red Blend,Horse Heaven Hills,Washington,US,30.0,86,45.9570837,-119.6095194,198.675048828125
West Terrace,Paraiso Vineyards,Pinot Noir,Santa Lucia Highlands,California,US,40.0,88,36.4307709,-121.4203754,108.8557815551758
Talcott Vineyard,Bunnell Family Cellar,Viognier,Wahluke Slope,Washington,US,18.0,89,47.7693282,-122.1502668,52.41328811645508
Estate,Cave B,Malbec,Columbia Valley (WA),Washington,US,38.0,85,47.0964885,-119.9948491,407.5419616699219
Clos du Zahnacker,Cave de Ribeauvillé,Alsace white blend,Alsace,Alsace,France,35.0,86,48.191907,7.327089000000001,237.0570373535156
Z Three,Zaca Mesa,Rhône-style Red Blend,Santa Ynez Valley,California,US,40.0,89,34.7720598,-120.1332689,388.9549865722656
Urban Ribera,O. Fournier,Tinto del Pais,Ribera del Duero,Northern Spain,Spain,14.0,87,41.7820044,-3.6623239,903.5753784179688
Magnolia Lane,Kunde,Sauvignon Blanc,Sonoma Valley,California,US,13.0,87,38.4104285,-122.5397266,130.1413879394531
Badarina Vigna Regnola,Grimaldi Bruna,Nebbiolo,Barolo,Piedmont,Italy,49.0,93,44.664961,7.984205999999999,190.3926239013672
H3,Columbia Crest,Merlot,Horse Heaven Hills,Washington,US,15.0,86,45.9570837,-119.6095194,198.675048828125
Vintner's Reserve,Kendall-Jackson,Sauvignon Blanc,California,California,US,12.0,88,38.50697479999999,-122.7729337,42.87779235839844
Rosacroce,Midolini,Pinot Grigio,Colli Orientali del Friuli,Northeastern Italy,Italy,25.0,86,45.995188,13.364434,65.00224304199219
Domaine de l'Aubépin,Signé Vigneron,Gamay,Beaujolais-Villages,Beaujolais,France,14.0,85,45.8666647,4.598749499999999,361.3651428222656
Termanthia,Numanthia,Tinta de Toro,Toro,Northern Spain,Spain,200.0,92,41.4515284,-5.4563748,713.6124267578125
K,Clos Troteligotte,Malbec,Cahors,Southwest France,France,40.0,93,44.3940446,1.3415622,290.3208312988281
Del Arroyo Vineyard,Occasio,Petite Sirah,Livermore Valley,California,US,35.0,90,37.6764594,-121.7191764,185.8746643066406
Villa Monteleone,Villa Monteleone,"Corvina, Rondinella, Molinara",Amarone della Valpolicella Classico,Veneto,Italy,60.0,90,45.523601,10.863066,158.3020782470703
Adastra Vineyard,Talisman,Pinot Noir,Los Carneros,California,US,46.0,88,38.3635868,-122.5241608,78.04873657226562
Broken Stones,Saxum,Rhône-style Red Blend,Paso Robles,California,US,45.0,89,35.5774373,-120.7796518,350.2683410644531
Miraval Extra Dry Millesimato,Bellenda,Glera,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,22.0,85,45.9529632,12.2901037,166.257080078125
Òtre,Teanum,Aglianico,Puglia,Southern Italy,Italy,18.0,87,40.7928393,17.1011931,381.1525573730469
